Sentence,Sentiment
"abn amro capital has agreed to sell its helsinki-based designer homeware producer , iittala oyj , to crosstown consumer products group fiskars corp. , for eur230 million to eur235 million 310 million to 316 million .",0
feed companies suomen rehu and raisio do no import gmo feed .,0
"tecnomen s solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",0
performance is based on values and sustainability .,0
"biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",0
gevo plunging back to 3.55.,-1
"the company s net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",1
earnings per share eps amounted to eur0 .01 .,0
"ingenious, hsbc, ubs and coutts sued by tax avoidance clients",-1
"a purchase agreement for 7,200 tons of gasoline with delivery at the hamina terminal , finland , was signed with neste oil oyj at the average platts index for this september plus eight us dollars per month .",1
short on atvi from 24.55.,-1
pkt momentum building for breakout trigger long setup,1
the platform would continue to be the development framework for symbian and meego .,0
"19 may 2010 - finnish company lemminkainen oyj hel lem1s said today that it will construct an office building at toolonlahti in downtown helsinki , without disclosing financial details .",0
"the final price will be specified by 14 may 2010 , the acquiring company said .",0
"nordea pankki suomi oyj , according to previously announced , has made forward contracts on alma media corporation shares .",0
"profit before taxes was eur 4.0 mn , down from eur 4.9 mn .",0
they both will report to oriola-kd s chief executive officer eero hautaniemi .,0
"by cutting the number of plants , the group will trim fixed costs .",1
"sina even though the report is untrue and has been proven unture, the damage is done. no one wants to touch it now",-1
merkel s government said to support deutsche boerse-lse merger,1
operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro .,0
companiestesco off to a bad start over xmas kantar,-1
"capacity of the facility made by finland s vaahto group is 86,000 tons of light coated paper .",0
17 march 2011 - goldman sachs estimates that there are negative prospects for the norwegian mobile operations of norway s telenor asa osl tel and sweden s teliasonera ab sto tlsn in the short term .,0
"steek , which was set up in 2002 , is based in bordeaux , southwestern france .",0
president and ceo mika vehvil inen says the positive signs are first and foremost emerging outside finland .,1
finnish construction group lemmink inen has been awarded two road building contracts by the lithuanian transport administration .,1
"according to eijkens , a publisher can do much more than just publish colourful books a publisher can provide value added to information by individualising it .",0
finnish silicon wafer technology company okmetic oyj omx helsinki okm1v said on wednesday 17 september that it will invest eur6m in its sensor wafer business during 2009 .,0
rad i would consider this opportunity to add my position because the company is on the right track they are still improving sales...,1
the low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,0
work on the assignment has already started and is due for completion in spring 2011 .,0
"progress group , qpr s representative in saudi arabia and north africa , has signed a framework agreement for a long term strategic relationship with ise .",1
finnish bank of land reports its operating profit fell to eur 4.9 mn in the third quarter of 2007 from eur 5.6 mn in the third quarter of 2006 .,-1
"finnish kemira s net sales eur decreased to eur 1,259.6 mn in january-june 2009 from eur 1,425.1 mn in january-june 2008 .",0
financial terms were not disclosed .,0
the company may at any time have in its possession one tenth of all its shares at the maximum .,0
the value of the orders is about eur 70mn .,0
"recap msft rumor this morning had them spinning off xbox unit, stock grinds up all day to close on highs",1
"according to finnish metso minerals , the value of the company s orders has gone up to eur 1.9 bn in 12 months .",1
"therefore , the company s 2005 result will remain weaker than that of 2004 .",0
breakingviews iag can pay more for aer lingus,1
"the pine oil project is related to the upgrade of the chemical recovery plant of upm at its pulp mill in kymi , southern finland .",0
standard chartered shifts emerging-markets strategy after losses,-1
ab inbev to sell sabmiller stake in china s snow beer,0
"the marubeni group focuses on creating value chain from upstream to downstream , encompassing a wide variety of business fields , including oil gas , metals , mineral resources , foods , pulp paper and chemicals , among others .",0
"based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .",1
the personnel s expertise and high level of technology play a major role in exel composites operations .,0
"coca-cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",-1
